source_path	destination_path	size_bytes	source_SHA256	category	scientific_purpose
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/scripts/run_analysis.sh	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/consensus_ablation/run_analysis.sh	217	6a1e9437317dc6c6c5c07dc60275d3cc1532a8ac2f6273740277caaad5df09ba	SCRIPT	Actual validated consensus_ablation source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/scripts/validate_results.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/consensus_ablation/validate_results.py	5989	7242a530d7bb587d2da522280f274e2d798de6dee0a2540982d7a6a1153b2046	SCRIPT	Actual validated consensus_ablation source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/scripts/write_report.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/consensus_ablation/write_report.py	18453	6651c09b4bbf19beb11aa2c1d5b1fabb851adcb857e78e1f8582fa85f397b399	SCRIPT	Actual validated consensus_ablation source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/README.md	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/README.md	23063	2c7c2af60240ba7135e6da5d4f3e35479a3ae1c32477c25b2d3635aa7d99f9c8	REPORT	noncore_mechanism: archived report evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/common.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/common.py	2632	4366bfb26437e9a8551962b0d1ce9316fe26d800f971ee909c98cffbadac24f1	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/compare_consensus.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/compare_consensus.py	6487	d18a715d0d4b369158ae1bc4778ad1114bb77e5f0b4c684f009664050bd2d281	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/mechanism.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/mechanism.py	7563	7898cfbae7cdeb72b5a394248e61103286d19a13eaee3c39819d5b8ab2f1034c	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/plot_results.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/plot_results.py	5095	9ebe2614154804250f88e7ad62683f13f0db476d25c7bc9d463e8574dec14c31	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/preview_figures.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/preview_figures.py	418	6c34c6229cb460de3615fc9d0cfb68609a751394599f2bd11586de07935fc3da	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/reconstruct.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/reconstruct.py	4593	6c1e8ab41fbf5ae635b0e80c89fd71496ec4d81242d559977f55376cfb45a461	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/run_analysis.sh	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/run_analysis.sh	221	21bb01986fe8487c2abf02e749ce584f0c59575d4730b078f4038edad59dd022	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/validate.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/validate.py	5106	cefa2ef6f5ece5497a4df1ec1677c1f65e67fcb697fdea4c3a3cc8cdf1a7ae10	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/scripts/write_report.py	/home/rahnn/projects/viral-gt-research-record/scripts/archive/WP07_mibig_reference_atlas/noncore_mechanism/write_report.py	20411	49e7fc1166d5b6086c57be1b032cf9755cd44a718428dfba21f71db6cfa42936	SCRIPT	Actual validated noncore_mechanism source; unchanged historical paths and logic
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/analysis_summary.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/analysis_summary.json	2588	792e8300cc8c59858a72ef4034534ca0015f4a5b5a7ef8980f19f270760fc43e	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/analysis_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/analysis_summary.tsv	222	3b0753a76031b8fc350944ad2553a981b685f9e2cf725cf6526a9c56331ea95d	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/qc_summary.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/qc_summary.json	324	78b593b40c4be28573f701b09512caa71c8312524966cd3df186da5a5346f7de	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/qc_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/qc_summary.tsv	262	1fe4d63f08c2092cd2656a4e00b6d72f5e07ca5028dabc7fb0f488f0ec640521	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/validation.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/validation.tsv	656	7a5463a969d8b807a3284e520b4ee648ab8902052e82298a21380a2dc775a1b2	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/independent_verification.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/independent_verification.tsv	889	183b72fc27fe4666b93da286dbd6b6c4c756f59048724696344480dd9b97dad3	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/saccharide_knn_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/saccharide_knn_summary.tsv	859	804f85fb49f6870eab93865f6271a78e8fc8f70fa1ad67d41df7b840786ae7cc	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/stability_global_distribution.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/stability_global_distribution.tsv	1428	a20fdf11b96c6d7a5265af418cbad0d0a6e7b3680aa4c6c14ff32154730f79e7	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/pca_explained_variance.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/pca_explained_variance.tsv	21481	8d2031d84c83c30c380b2baa87e4489a5d4a10c959be32b55749a357cae41103	TABLE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/input_checksums.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/input_checksums.tsv	898	b685bc79cf9ae11866dba0c47020b486f8d545039da6d2eac3d191c6db62991b	PROVENANCE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/input_integrity_after.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/input_integrity_after.tsv	1231	e59abbc80bfd127db25e9a8310749d9096d46d63bb34a628346dce14aa5ca52c	PROVENANCE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/provenance_qc.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/provenance_qc.json	2499	a1af91f1ec568d9de554c8de8b3a2160cb420b887e2ecfeab0c9bf80d4c225a6	PROVENANCE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/provenance_downstream.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/provenance_downstream.json	2515	e321e57db69410a9862baae472896c8de6f46a4e4a4941fcc3084c036cfbb8f3	PROVENANCE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/verification_provenance.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/verification_provenance.json	366	210d44152f95d50da8ca1dbaa1f2b069c3c5f71c6ee863e0c594b532e172750f	PROVENANCE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/umap_all_bgc_classes_provenance.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/published_reference/results/umap_all_bgc_classes_provenance.json	1552	fdc5c3d39ac8a00c673afccd9894ec33f026f628eebf02e2f0701e02c549d088	PROVENANCE	published_reference: archived results evidence
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/results/package_versions.tsv	/home/rahnn/projects/viral-gt-research-record/environment/WP07_mibig_reference_atlas/published_reference/package_versions.tsv	385	97d812836c71a54ae793927c87a35f6f228d61d0d9a617fa3cdc07299cc173dd	ENVIRONMENT	Recorded historical package versions
/home/rahnn/260908_MiBG/analysis/bgcprophet_reference/requirements.lock.txt	/home/rahnn/projects/viral-gt-research-record/environment/WP07_mibig_reference_atlas/published_reference/requirements.lock.txt	415	d809561848395c6cd871966de70b4a73e9b70957415d99240f2b72404ac2397d	ENVIRONMENT	Existing dependency version record; no installation performed
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/provenance/package_versions.tsv	/home/rahnn/projects/viral-gt-research-record/environment/WP07_mibig_reference_atlas/consensus_ablation/package_versions.tsv	428	6d1d6dab092c42c5911d0920063d772c8be4153f44cec929585b8117b8bdd3b4	ENVIRONMENT	Recorded historical package versions
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/provenance/requirements.lock.txt	/home/rahnn/projects/viral-gt-research-record/environment/WP07_mibig_reference_atlas/consensus_ablation/requirements.lock.txt	438	8a66c094285f8c66a04bb55833a0392a86a3d1b4cd942ca1240eaf1f0a3d021d	ENVIRONMENT	Existing dependency version record; no installation performed
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/provenance/package_versions.tsv	/home/rahnn/projects/viral-gt-research-record/environment/WP07_mibig_reference_atlas/noncore_mechanism/package_versions.tsv	428	6d1d6dab092c42c5911d0920063d772c8be4153f44cec929585b8117b8bdd3b4	ENVIRONMENT	Recorded historical package versions
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/provenance/requirements.lock.txt	/home/rahnn/projects/viral-gt-research-record/environment/WP07_mibig_reference_atlas/noncore_mechanism/requirements.lock.txt	438	8a66c094285f8c66a04bb55833a0392a86a3d1b4cd942ca1240eaf1f0a3d021d	ENVIRONMENT	Existing dependency version record; no installation performed
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/tables/A_vs_B_saccharide_knn_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/tables/A_vs_B_saccharide_knn_summary.tsv	4723	430025fcde21a8173cafda5919de4166aa6e0da915f172380479750156ae2b85	TABLE	consensus_ablation: archived tables evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/tables/neighbor_overlap_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/tables/neighbor_overlap_summary.tsv	1953	c8925640994164864cac2e5f452b134c503d14a7c1a231f0f58ab0921d35ed60	TABLE	consensus_ablation: archived tables evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/tables/pca_explained_variance.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/tables/pca_explained_variance.tsv	45486	30fad3729d36685b10bfaa7c05bdf26fce8226c4f36f43f24188c818afa8234e	TABLE	consensus_ablation: archived tables evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/tables/pca_variance_thresholds.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/tables/pca_variance_thresholds.tsv	217	dec354ae72fc37920e4241d63b3debf37b02e13059bbfa9dd508ceb26b9107f4	TABLE	consensus_ablation: archived tables evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/tables/A_reference_reproduction.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/tables/A_reference_reproduction.tsv	473	1be91ef201905eb1e39400dc4e24e765ed662e75aa14d2987b01005416c045ab	TABLE	consensus_ablation: archived tables evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/tables/class_counts.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/tables/class_counts.tsv	109	33c4e610e0cc4be072d1013a89ba5fb2175c43bc4a4333f7d252ef0cea1b5211	TABLE	consensus_ablation: archived tables evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/tables/consensus_vs_superseded_zero.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/tables/consensus_vs_superseded_zero.tsv	1035	21f6759594c2166b74ef9beb100bf8e2fca60d1a91529fa6cf10f629a79e98d2	TABLE	consensus_ablation: archived tables evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/results/A_reference_geometry_check.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/results/A_reference_geometry_check.json	151	0b6c3d75a43ddfaf74f12aa5b445d6dd73a16f039b5cde69cac43939631fb465	PROVENANCE	consensus_ablation: archived results evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/results/consensus_validation.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/results/consensus_validation.json	334	be28e97086fe619da884e77533ae76735ac6286d509674cac5bcdb1eee34aaa5	PROVENANCE	consensus_ablation: archived results evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/results/final_validation.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/results/final_validation.json	119	86dbe42217bec6692e77f99e325310af021965a043e9859f92f428db260dc94c	PROVENANCE	consensus_ablation: archived results evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/provenance/parameters.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/provenance/parameters.json	1545	c3ec873da31a5590be39796406886ba6c3e30d013fce974d77353b6e5605a6f4	PROVENANCE	consensus_ablation: archived provenance evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/provenance/primary_inputs.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/provenance/primary_inputs.tsv	858	c5bc87a1638120c87a515b140cad5c2192c387ea15a1b096ae53189e154853dc	PROVENANCE	consensus_ablation: archived provenance evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/provenance/script_sha256.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/provenance/script_sha256.tsv	1295	fb4506eea4cf47ed50d7d13fe9460a05b7855e0f11058648680c65c1b209749d	PROVENANCE	consensus_ablation: archived provenance evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/provenance/permutation_array_axes.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/provenance/permutation_array_axes.json	244	ef7327aaf6ef8681a99904a439d09f08869cda7d4fdbfb3e05eebc52991a5055	PROVENANCE	consensus_ablation: archived provenance evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/provenance/inputs.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/consensus_ablation/provenance/inputs.json	2381	420e2005664624b360ced1cbe21bafdc5b99746b21b55b28238300c8a30428ba	PROVENANCE	consensus_ablation: archived provenance evidence
/home/rahnn/260908_MiBG/analysis/core_context_consensus_step3_20260911/results/consensus_metadata.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/canonical/consensus_metadata.tsv	460004	79ebceae330f0a6e29099e8f76087c14ec8042eec58f6d28b302b517943c98ab	TABLE	Exact 2502-row identity and five-state lineage for the external primary A consensus array
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/A_B_N_augmentation_stability.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/A_B_N_augmentation_stability.tsv	986276	1e8f2f58800901c629dcf8f40a6dea5297845a5363920c21be769b1d744e11e4	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/A_B_N_stability_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/A_B_N_stability_summary.tsv	4843	c3f11d75a0f894af0bb6a6eb56873165d3525bb019e44a9238aecb7e4002ac85	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/cancellation_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/cancellation_summary.tsv	919	0048b10528bbcfb429e424b901de6558403c1b8c73ddbe0599e9ec53bdeaa045	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/gene_count_mechanism_correlations.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/gene_count_mechanism_correlations.tsv	1114	c6f0e3fbd60f0e6d90de401fbc4eab0e3451c4118e2ad0239f28e0c492a531eb	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/A_B_N_saccharide_knn_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/A_B_N_saccharide_knn_summary.tsv	4930	8810ce4a15963d9de72508e318e7bfc00442b410ab15b4c06e6630e618a41206	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/A_B_N_neighbor_overlap.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/A_B_N_neighbor_overlap.tsv	1101725	634e653d4cddda654001d1943f4e9ebc3f191e0782bd973aaad218bf94be9570	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/noncore_reconstruction_validation.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/noncore_reconstruction_validation.tsv	1466587	a48088877402bf6e6ff34414e9ee37857b62769cb4385ffbf935a69d7e856c83	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/paired_stability_differences.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/paired_stability_differences.tsv	1400	1b5b70c2cb477899541a28b084791fa05f522b009eb15d6368368bfd59799805	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/neighbor_overlap_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/neighbor_overlap_summary.tsv	8006	3114309c24d892058e00254cc5eb744122a8a00c50dd9c726a708ad1c8dc5043	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/cancellation_subset_summary.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/cancellation_subset_summary.tsv	275	29f21443584e00e247c5937a571af63500c70a359aea0fe2a0e3215bbf0c4e8f	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/tables/core_count_stratified_mechanism.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/tables/core_count_stratified_mechanism.tsv	1336	c1f381867f11a39bb86dabfaf2bd7743e2a26a2dbcdb1d4f047900428d027270	TABLE	noncore_mechanism: archived tables evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/results/reconstruction_summary.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/results/reconstruction_summary.json	682	19189fdba5b2feb0769d8ce6be4986018679d880281007e3763d53121e119033	PROVENANCE	noncore_mechanism: archived results evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/results/cancellation_overview.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/results/cancellation_overview.json	486	704596c2acc7a9357dfa6608896f6a955baf395fc99f56e9943521fa01475d67	PROVENANCE	noncore_mechanism: archived results evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/results/stability_comparison.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/results/stability_comparison.json	242	a2c6e573edb01b5a42c7aff6f3db2c24dea0d10ec03f74380938c2f797500002	PROVENANCE	noncore_mechanism: archived results evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/results/final_validation.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/results/final_validation.json	74	310b6bd623d6169f3ff10a0d45c0e77ba0f4084fb71853e82aaa006c804ff80e	PROVENANCE	noncore_mechanism: archived results evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/results/geometry_validation.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/results/geometry_validation.json	269	7d009ed557fcd4de4e01bc86714e12cad42abc8ed45e7a86599f711dc9a517f7	PROVENANCE	noncore_mechanism: archived results evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/provenance/parameters.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/provenance/parameters.json	815	bd17c27a96592286c0fe2d2fdda15c25761ab72a19c4022362156c0838554e2a	PROVENANCE	noncore_mechanism: archived provenance evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/provenance/permutation_reuse.json	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/provenance/permutation_reuse.json	491	2e3c427108d031bb24c5c319714e1cbd13614a311beb546de8d5691e95feac51	PROVENANCE	noncore_mechanism: archived provenance evidence
/home/rahnn/260908_MiBG/analysis/noncore_context_mechanism_20260911/provenance/primary_inputs.tsv	/home/rahnn/projects/viral-gt-research-record/results/WP07_mibig_reference_atlas/noncore_mechanism/provenance/primary_inputs.tsv	837	dcc188cb00c55364e8ace00615465fdf87152a6255e95d299dfb3d824bf2fabb	PROVENANCE	noncore_mechanism: archived provenance evidence
